Time,Price ($)
2017-05-05 22:00:00,28.54
2017-05-05 23:00:00,29.46
2017-05-06 00:00:00,28.98
2017-05-06 01:00:00,29.07
2017-05-06 02:00:00,29.9
2017-05-06 03:00:00,27.94
2017-05-06 04:00:00,28.06
2017-05-06 05:00:00,26.15
2017-05-06 06:00:00,25.23
2017-05-06 07:00:00,25.7
2017-05-06 08:00:00,25.55
2017-05-06 09:00:00,25.15
2017-05-06 10:00:00,24.86
2017-05-06 11:00:00,25.71
2017-05-06 12:00:00,26.41
2017-05-06 13:00:00,25.63
2017-05-06 14:00:00,25.92
2017-05-06 15:00:00,25.45
2017-05-06 16:00:00,27.85
2017-05-06 17:00:00,27.11
2017-05-06 18:00:00,26.8
2017-05-06 19:00:00,26.45
2017-05-06 20:00:00,26.01
2017-05-06 21:00:00,26.15
2017-05-06 22:00:00,26.43
2017-05-06 23:00:00,24.81
2017-05-07 00:00:00,24.23
2017-05-07 01:00:00,22.91
2017-05-07 02:00:00,24.15
2017-05-07 03:00:00,26.62
2017-05-07 04:00:00,28.0
2017-05-07 05:00:00,28.35
2017-05-07 06:00:00,29.37
2017-05-07 07:00:00,29.53
2017-05-07 08:00:00,31.19
2017-05-07 09:00:00,31.86
2017-05-07 10:00:00,31.63
2017-05-07 11:00:00,30.5
2017-05-07 12:00:00,29.86
2017-05-07 13:00:00,30.17
2017-05-07 14:00:00,28.95
2017-05-07 15:00:00,28.73
2017-05-07 16:00:00,30.07
2017-05-07 17:00:00,30.1
2017-05-07 18:00:00,32.08
2017-05-07 19:00:00,33.53
2017-05-07 20:00:00,33.24
2017-05-07 21:00:00,31.88
2017-05-07 22:00:00,31.83
2017-05-07 23:00:00,31.35
2017-05-08 00:00:00,31.73
2017-05-08 01:00:00,33.34
2017-05-08 02:00:00,32.22
2017-05-08 03:00:00,31.83
2017-05-08 04:00:00,32.16
2017-05-08 05:00:00,33.3
2017-05-08 06:00:00,33.81
2017-05-08 07:00:00,34.22
2017-05-08 08:00:00,35.57
2017-05-08 09:00:00,36.06
2017-05-08 10:00:00,35.83
2017-05-08 11:00:00,35.88
2017-05-08 12:00:00,35.18
2017-05-08 13:00:00,35.72
2017-05-08 14:00:00,36.66
2017-05-08 15:00:00,33.69
2017-05-08 16:00:00,34.9
2017-05-08 17:00:00,34.85
2017-05-08 18:00:00,35.31
2017-05-08 19:00:00,35.97
2017-05-08 20:00:00,33.68
2017-05-08 21:00:00,32.48
2017-05-08 22:00:00,32.15
2017-05-08 23:00:00,31.35
2017-05-09 00:00:00,31.63
2017-05-09 01:00:00,31.11
2017-05-09 02:00:00,29.4
2017-05-09 03:00:00,30.02
2017-05-09 04:00:00,31.12
2017-05-09 05:00:00,31.68
2017-05-09 06:00:00,30.97
2017-05-09 07:00:00,30.71
2017-05-09 08:00:00,31.25
2017-05-09 09:00:00,31.86
2017-05-09 10:00:00,32.86
2017-05-09 11:00:00,32.57
2017-05-09 12:00:00,31.15
2017-05-09 13:00:00,30.47
2017-05-09 14:00:00,31.0
2017-05-09 15:00:00,31.75
2017-05-09 16:00:00,33.97
2017-05-09 17:00:00,34.09
2017-05-09 18:00:00,34.34
2017-05-09 19:00:00,34.16
2017-05-09 20:00:00,33.75
2017-05-09 21:00:00,34.53
2017-05-09 22:00:00,34.89
2017-05-09 23:00:00,34.68
2017-05-10 00:00:00,33.6
2017-05-10 01:00:00,33.48
2017-05-10 02:00:00,33.09
2017-05-10 03:00:00,34.34
2017-05-10 04:00:00,35.29
2017-05-10 05:00:00,34.27
2017-05-10 06:00:00,35.43
2017-05-10 07:00:00,34.86
2017-05-10 08:00:00,34.99
2017-05-10 09:00:00,36.2
2017-05-10 10:00:00,35.17
2017-05-10 11:00:00,35.33
2017-05-10 12:00:00,34.2
2017-05-10 13:00:00,32.26
2017-05-10 14:00:00,33.25
2017-05-10 15:00:00,33.28
2017-05-10 16:00:00,32.45
2017-05-10 17:00:00,30.87
2017-05-10 18:00:00,30.47
2017-05-10 19:00:00,31.81
2017-05-10 20:00:00,32.21
2017-05-10 21:00:00,31.84
2017-05-10 22:00:00,31.17
2017-05-10 23:00:00,31.27
2017-05-11 00:00:00,29.72
2017-05-11 01:00:00,31.07
2017-05-11 02:00:00,31.57
2017-05-11 03:00:00,32.77
2017-05-11 04:00:00,32.2
2017-05-11 05:00:00,33.06
2017-05-11 06:00:00,33.75
2017-05-11 07:00:00,32.21
2017-05-11 08:00:00,32.36
2017-05-11 09:00:00,32.68
2017-05-11 10:00:00,32.1
2017-05-11 11:00:00,31.74
2017-05-11 12:00:00,32.18
2017-05-11 13:00:00,32.14
2017-05-11 14:00:00,31.13
2017-05-11 15:00:00,31.73
2017-05-11 16:00:00,31.95
2017-05-11 17:00:00,32.2
2017-05-11 18:00:00,32.3
2017-05-11 19:00:00,32.75
2017-05-11 20:00:00,32.46
2017-05-11 21:00:00,31.6
2017-05-11 22:00:00,30.86
2017-05-11 23:00:00,31.96
2017-05-12 00:00:00,29.95
2017-05-12 01:00:00,30.49
2017-05-12 02:00:00,29.04
2017-05-12 03:00:00,27.43
2017-05-12 04:00:00,26.43
2017-05-12 05:00:00,26.17
2017-05-12 06:00:00,26.9
2017-05-12 07:00:00,25.2
2017-05-12 08:00:00,26.88
2017-05-12 09:00:00,28.04
2017-05-12 10:00:00,27.91
2017-05-12 11:00:00,27.62
2017-05-12 12:00:00,26.66
2017-05-12 13:00:00,27.25
2017-05-12 14:00:00,27.32
2017-05-12 15:00:00,28.73
2017-05-12 16:00:00,28.05
2017-05-12 17:00:00,28.59
2017-05-12 18:00:00,28.56
2017-05-12 19:00:00,27.71
2017-05-12 20:00:00,29.61
2017-05-12 21:00:00,29.89
2017-05-12 22:00:00,30.51
2017-05-12 23:00:00,29.45
2017-05-13 00:00:00,28.72
2017-05-13 01:00:00,28.81
2017-05-13 02:00:00,28.22
2017-05-13 03:00:00,28.82
2017-05-13 04:00:00,29.26
2017-05-13 05:00:00,28.48
2017-05-13 06:00:00,28.67
2017-05-13 07:00:00,28.68
2017-05-13 08:00:00,28.51
2017-05-13 09:00:00,27.36
2017-05-13 10:00:00,26.53
2017-05-13 11:00:00,26.74
2017-05-13 12:00:00,27.75
2017-05-13 13:00:00,26.78
2017-05-13 14:00:00,28.0
2017-05-13 15:00:00,28.18
2017-05-13 16:00:00,26.91
2017-05-13 17:00:00,27.24
2017-05-13 18:00:00,28.12
2017-05-13 19:00:00,28.39
2017-05-13 20:00:00,30.71
2017-05-13 21:00:00,31.01
2017-05-13 22:00:00,31.91
2017-05-13 23:00:00,31.92
2017-05-14 00:00:00,32.9
2017-05-14 01:00:00,30.5
2017-05-14 02:00:00,29.65
2017-05-14 03:00:00,29.28
2017-05-14 04:00:00,29.78
2017-05-14 05:00:00,29.97
2017-05-14 06:00:00,31.06
2017-05-14 07:00:00,31.42
2017-05-14 08:00:00,31.62
2017-05-14 09:00:00,31.48
2017-05-14 10:00:00,31.64
2017-05-14 11:00:00,32.47
2017-05-14 12:00:00,33.23
2017-05-14 13:00:00,34.11
2017-05-14 14:00:00,33.87
2017-05-14 15:00:00,33.17
2017-05-14 16:00:00,32.7
2017-05-14 17:00:00,33.05
2017-05-14 18:00:00,34.66
2017-05-14 19:00:00,34.9
2017-05-14 20:00:00,35.38
2017-05-14 21:00:00,33.73
2017-05-14 22:00:00,36.41
2017-05-14 23:00:00,35.3
2017-05-15 00:00:00,37.12
2017-05-15 01:00:00,36.56
2017-05-15 02:00:00,37.52
2017-05-15 03:00:00,38.34
2017-05-15 04:00:00,38.4
2017-05-15 05:00:00,38.23
2017-05-15 06:00:00,37.29
2017-05-15 07:00:00,37.24
2017-05-15 08:00:00,38.34
2017-05-15 09:00:00,38.71
2017-05-15 10:00:00,37.83
2017-05-15 11:00:00,38.99
2017-05-15 12:00:00,37.78
2017-05-15 13:00:00,37.99
2017-05-15 14:00:00,37.1
2017-05-15 15:00:00,36.32
2017-05-15 16:00:00,37.4
2017-05-15 17:00:00,36.94
2017-05-15 18:00:00,35.42
2017-05-15 19:00:00,34.88
2017-05-15 20:00:00,35.64
2017-05-15 21:00:00,34.91
2017-05-15 22:00:00,36.13
2017-05-15 23:00:00,37.13
2017-05-16 00:00:00,37.21
2017-05-16 01:00:00,38.38
2017-05-16 02:00:00,40.24
2017-05-16 03:00:00,38.26
2017-05-16 04:00:00,39.42
2017-05-16 05:00:00,40.03
2017-05-16 06:00:00,39.7
2017-05-16 07:00:00,40.37
2017-05-16 08:00:00,40.76
2017-05-16 09:00:00,40.19
2017-05-16 10:00:00,41.68
2017-05-16 11:00:00,41.82
2017-05-16 12:00:00,43.0
2017-05-16 13:00:00,42.76
2017-05-16 14:00:00,41.12
2017-05-16 15:00:00,41.37
2017-05-16 16:00:00,41.13
2017-05-16 17:00:00,39.87
2017-05-16 18:00:00,38.18
2017-05-16 19:00:00,38.8
2017-05-16 20:00:00,40.07
2017-05-16 21:00:00,41.46
2017-05-16 22:00:00,42.0
2017-05-16 23:00:00,42.0
2017-05-17 00:00:00,42.19
2017-05-17 01:00:00,42.24
2017-05-17 02:00:00,43.03
2017-05-17 03:00:00,42.54
2017-05-17 04:00:00,41.28
2017-05-17 05:00:00,41.06
2017-05-17 06:00:00,41.25
2017-05-17 07:00:00,41.0
2017-05-17 08:00:00,41.02
2017-05-17 09:00:00,43.23
2017-05-17 10:00:00,44.11
2017-05-17 11:00:00,42.72
2017-05-17 12:00:00,43.38
2017-05-17 13:00:00,41.2
2017-05-17 14:00:00,41.82
2017-05-17 15:00:00,42.3
2017-05-17 16:00:00,42.32
2017-05-17 17:00:00,41.35
2017-05-17 18:00:00,40.37
2017-05-17 19:00:00,40.78
2017-05-17 20:00:00,40.17
2017-05-17 21:00:00,41.0
2017-05-17 22:00:00,40.38
2017-05-17 23:00:00,40.02
2017-05-18 00:00:00,40.78
2017-05-18 01:00:00,40.74
2017-05-18 02:00:00,40.58
2017-05-18 03:00:00,40.85
2017-05-18 04:00:00,41.22
2017-05-18 05:00:00,41.14
2017-05-18 06:00:00,41.36
2017-05-18 07:00:00,41.25
2017-05-18 08:00:00,41.66
2017-05-18 09:00:00,41.95
2017-05-18 10:00:00,42.45
2017-05-18 11:00:00,43.26
2017-05-18 12:00:00,42.23
2017-05-18 13:00:00,40.87
2017-05-18 14:00:00,40.6
2017-05-18 15:00:00,40.43
2017-05-18 16:00:00,40.89
2017-05-18 17:00:00,39.67
2017-05-18 18:00:00,39.87
2017-05-18 19:00:00,40.3
2017-05-18 20:00:00,38.67
2017-05-18 21:00:00,39.1
2017-05-18 22:00:00,40.5
2017-05-18 23:00:00,40.62
2017-05-19 00:00:00,39.73
2017-05-19 01:00:00,39.15
2017-05-19 02:00:00,39.08
2017-05-19 03:00:00,38.56
2017-05-19 04:00:00,35.35
2017-05-19 05:00:00,36.82
2017-05-19 06:00:00,36.35
2017-05-19 07:00:00,36.17
2017-05-19 08:00:00,37.1
2017-05-19 09:00:00,37.33
2017-05-19 10:00:00,36.84
2017-05-19 11:00:00,36.75
2017-05-19 12:00:00,37.28
2017-05-19 13:00:00,37.83
2017-05-19 14:00:00,37.64
2017-05-19 15:00:00,38.44
2017-05-19 16:00:00,39.22
2017-05-19 17:00:00,38.74
2017-05-19 18:00:00,37.73
2017-05-19 19:00:00,38.06
2017-05-19 20:00:00,38.64
2017-05-19 21:00:00,38.18
2017-05-19 22:00:00,37.74
2017-05-19 23:00:00,38.28
2017-05-20 00:00:00,38.43
2017-05-20 01:00:00,39.79
2017-05-20 02:00:00,40.31
2017-05-20 03:00:00,42.69
2017-05-20 04:00:00,43.22
2017-05-20 05:00:00,42.33
2017-05-20 06:00:00,42.13
2017-05-20 07:00:00,42.03
2017-05-20 08:00:00,40.35
2017-05-20 09:00:00,41.03
2017-05-20 10:00:00,41.09
2017-05-20 11:00:00,41.07
2017-05-20 12:00:00,40.51
2017-05-20 13:00:00,39.41
2017-05-20 14:00:00,39.19
2017-05-20 15:00:00,38.31
2017-05-20 16:00:00,38.32
2017-05-20 17:00:00,37.42
2017-05-20 18:00:00,36.0
2017-05-20 19:00:00,36.1
2017-05-20 20:00:00,36.29
2017-05-20 21:00:00,36.83
2017-05-20 22:00:00,36.89
2017-05-20 23:00:00,38.36
2017-05-21 00:00:00,37.72
2017-05-21 01:00:00,38.83
2017-05-21 02:00:00,37.84
2017-05-21 03:00:00,37.15
2017-05-21 04:00:00,36.75
2017-05-21 05:00:00,36.5
2017-05-21 06:00:00,38.03
2017-05-21 07:00:00,37.38
2017-05-21 08:00:00,36.11
2017-05-21 09:00:00,36.86
2017-05-21 10:00:00,36.84
2017-05-21 11:00:00,35.28
2017-05-21 12:00:00,35.63
2017-05-21 13:00:00,36.57
2017-05-21 14:00:00,36.18
2017-05-21 15:00:00,37.74
2017-05-21 16:00:00,39.29
2017-05-21 17:00:00,38.6
2017-05-21 18:00:00,39.46
2017-05-21 19:00:00,37.36
2017-05-21 20:00:00,37.53
2017-05-21 21:00:00,36.78
2017-05-21 22:00:00,37.74
2017-05-21 23:00:00,36.87
2017-05-22 00:00:00,37.9
2017-05-22 01:00:00,37.1
2017-05-22 02:00:00,36.67
2017-05-22 03:00:00,35.91
2017-05-22 04:00:00,36.13
2017-05-22 05:00:00,34.76
2017-05-22 06:00:00,35.41
2017-05-22 07:00:00,34.73
2017-05-22 08:00:00,36.97
2017-05-22 09:00:00,36.73
2017-05-22 10:00:00,35.96
2017-05-22 11:00:00,36.44
2017-05-22 12:00:00,35.61
2017-05-22 13:00:00,36.21
2017-05-22 14:00:00,35.76
2017-05-22 15:00:00,36.25
2017-05-22 16:00:00,36.3
2017-05-22 17:00:00,36.85
2017-05-22 18:00:00,36.16
2017-05-22 19:00:00,35.5
2017-05-22 20:00:00,36.94
2017-05-22 21:00:00,38.33
2017-05-22 22:00:00,39.25
2017-05-22 23:00:00,38.67
2017-05-23 00:00:00,39.95
2017-05-23 01:00:00,39.62
2017-05-23 02:00:00,39.47
2017-05-23 03:00:00,40.53
2017-05-23 04:00:00,40.42
2017-05-23 05:00:00,40.38
2017-05-23 06:00:00,40.06
2017-05-23 07:00:00,39.4
2017-05-23 08:00:00,38.69
2017-05-23 09:00:00,38.34
2017-05-23 10:00:00,38.49
2017-05-23 11:00:00,38.18
2017-05-23 12:00:00,37.01
2017-05-23 13:00:00,36.86
2017-05-23 14:00:00,36.63
2017-05-23 15:00:00,36.7
2017-05-23 16:00:00,37.15
2017-05-23 17:00:00,37.45
2017-05-23 18:00:00,36.62
2017-05-23 19:00:00,35.79
2017-05-23 20:00:00,35.3
2017-05-23 21:00:00,34.55
2017-05-23 22:00:00,32.96
2017-05-23 23:00:00,32.49
2017-05-24 00:00:00,31.06
2017-05-24 01:00:00,29.8
2017-05-24 02:00:00,28.56
2017-05-24 03:00:00,27.5
2017-05-24 04:00:00,26.37
2017-05-24 05:00:00,25.46
2017-05-24 06:00:00,25.2
2017-05-24 07:00:00,26.01
2017-05-24 08:00:00,24.67
2017-05-24 09:00:00,25.73
2017-05-24 10:00:00,26.25
2017-05-24 11:00:00,26.78
2017-05-24 12:00:00,26.53
2017-05-24 13:00:00,26.72
2017-05-24 14:00:00,27.29
2017-05-24 15:00:00,27.91
2017-05-24 16:00:00,27.57
2017-05-24 17:00:00,28.31
2017-05-24 18:00:00,29.51
2017-05-24 19:00:00,30.48
2017-05-24 20:00:00,31.19
2017-05-24 21:00:00,30.58
2017-05-24 22:00:00,30.59
2017-05-24 23:00:00,30.73
2017-05-25 00:00:00,30.27
2017-05-25 01:00:00,30.49
2017-05-25 02:00:00,30.66
2017-05-25 03:00:00,30.61
2017-05-25 04:00:00,30.46
2017-05-25 05:00:00,30.42
2017-05-25 06:00:00,30.46
2017-05-25 07:00:00,30.09
2017-05-25 08:00:00,29.67
2017-05-25 09:00:00,29.62
2017-05-25 10:00:00,28.49
2017-05-25 11:00:00,26.63
2017-05-25 12:00:00,26.42
2017-05-25 13:00:00,25.24
2017-05-25 14:00:00,26.88
2017-05-25 15:00:00,27.61
2017-05-25 16:00:00,28.86
2017-05-25 17:00:00,29.59
2017-05-25 18:00:00,29.27
2017-05-25 19:00:00,29.77
2017-05-25 20:00:00,30.29
2017-05-25 21:00:00,28.91
2017-05-25 22:00:00,29.69
2017-05-25 23:00:00,28.8
2017-05-26 00:00:00,27.62
2017-05-26 01:00:00,28.36
2017-05-26 02:00:00,27.79
2017-05-26 03:00:00,26.83
2017-05-26 04:00:00,28.02
2017-05-26 05:00:00,26.25
2017-05-26 06:00:00,25.48
2017-05-26 07:00:00,26.6
2017-05-26 08:00:00,29.27
2017-05-26 09:00:00,29.34
2017-05-26 10:00:00,30.25
2017-05-26 11:00:00,29.26
2017-05-26 12:00:00,31.33
2017-05-26 13:00:00,30.74
2017-05-26 14:00:00,27.92
2017-05-26 15:00:00,28.03
2017-05-26 16:00:00,28.18
2017-05-26 17:00:00,27.39
2017-05-26 18:00:00,27.65
2017-05-26 19:00:00,28.96
2017-05-26 20:00:00,27.61
2017-05-26 21:00:00,28.11
2017-05-26 22:00:00,27.13
2017-05-26 23:00:00,28.62
2017-05-27 00:00:00,29.19
2017-05-27 01:00:00,28.67
2017-05-27 02:00:00,28.95
2017-05-27 03:00:00,28.56
2017-05-27 04:00:00,29.21
2017-05-27 05:00:00,29.18
2017-05-27 06:00:00,30.49
2017-05-27 07:00:00,33.15
2017-05-27 08:00:00,33.5
2017-05-27 09:00:00,34.37
2017-05-27 10:00:00,34.75
2017-05-27 11:00:00,34.24
2017-05-27 12:00:00,34.72
2017-05-27 13:00:00,35.7
2017-05-27 14:00:00,36.55
2017-05-27 15:00:00,36.7
2017-05-27 16:00:00,36.55
2017-05-27 17:00:00,38.38
2017-05-27 18:00:00,39.31
2017-05-27 19:00:00,40.69
2017-05-27 20:00:00,40.04
2017-05-27 21:00:00,41.46
2017-05-27 22:00:00,40.0
2017-05-27 23:00:00,40.48
2017-05-28 00:00:00,40.51
2017-05-28 01:00:00,40.67
2017-05-28 02:00:00,40.26
2017-05-28 03:00:00,41.19
2017-05-28 04:00:00,41.73
2017-05-28 05:00:00,41.93
2017-05-28 06:00:00,43.99
2017-05-28 07:00:00,45.03
2017-05-28 08:00:00,45.22
2017-05-28 09:00:00,45.21
2017-05-28 10:00:00,43.22
2017-05-28 11:00:00,42.58
2017-05-28 12:00:00,42.1
2017-05-28 13:00:00,41.29
2017-05-28 14:00:00,41.18
2017-05-28 15:00:00,43.0
2017-05-28 16:00:00,43.51
2017-05-28 17:00:00,43.28
2017-05-28 18:00:00,42.19
2017-05-28 19:00:00,43.14
2017-05-28 20:00:00,42.91
2017-05-28 21:00:00,44.78
2017-05-28 22:00:00,44.94
2017-05-28 23:00:00,46.37
2017-05-29 00:00:00,46.85
2017-05-29 01:00:00,46.92
2017-05-29 02:00:00,47.05
2017-05-29 03:00:00,47.67
2017-05-29 04:00:00,47.65
2017-05-29 05:00:00,46.08
2017-05-29 06:00:00,44.19
2017-05-29 07:00:00,43.48
2017-05-29 08:00:00,42.66
2017-05-29 09:00:00,42.87
2017-05-29 10:00:00,42.74
2017-05-29 11:00:00,43.23
2017-05-29 12:00:00,43.01
2017-05-29 13:00:00,43.57
2017-05-29 14:00:00,43.91
2017-05-29 15:00:00,45.01
2017-05-29 16:00:00,44.11
2017-05-29 17:00:00,42.21
2017-05-29 18:00:00,41.59
2017-05-29 19:00:00,42.32
2017-05-29 20:00:00,41.66
2017-05-29 21:00:00,41.18
2017-05-29 22:00:00,39.89
2017-05-29 23:00:00,38.92
2017-05-30 00:00:00,38.72
2017-05-30 01:00:00,36.98
2017-05-30 02:00:00,36.83
2017-05-30 03:00:00,36.84
2017-05-30 04:00:00,36.64
2017-05-30 05:00:00,36.77
2017-05-30 06:00:00,36.11
2017-05-30 07:00:00,37.39
2017-05-30 08:00:00,38.18
2017-05-30 09:00:00,37.39
2017-05-30 10:00:00,37.31
2017-05-30 11:00:00,36.65
2017-05-30 12:00:00,37.92
2017-05-30 13:00:00,37.8
2017-05-30 14:00:00,36.6
2017-05-30 15:00:00,37.45
2017-05-30 16:00:00,38.06
2017-05-30 17:00:00,37.85
2017-05-30 18:00:00,37.33
2017-05-30 19:00:00,36.91
2017-05-30 20:00:00,36.85
2017-05-30 21:00:00,35.79
2017-05-30 22:00:00,37.59
2017-05-30 23:00:00,37.52
2017-05-31 00:00:00,39.73
2017-05-31 01:00:00,39.27
2017-05-31 02:00:00,39.06
2017-05-31 03:00:00,38.77
2017-05-31 04:00:00,39.68
2017-05-31 05:00:00,40.67
2017-05-31 06:00:00,40.99
2017-05-31 07:00:00,42.13
2017-05-31 08:00:00,43.29
2017-05-31 09:00:00,44.29
2017-05-31 10:00:00,43.87
2017-05-31 11:00:00,42.73
2017-05-31 12:00:00,41.1
2017-05-31 13:00:00,39.64
2017-05-31 14:00:00,39.32
2017-05-31 15:00:00,38.04
2017-05-31 16:00:00,37.93
2017-05-31 17:00:00,39.42
2017-05-31 18:00:00,39.26
2017-05-31 19:00:00,37.37
2017-05-31 20:00:00,38.21
2017-05-31 21:00:00,37.99
2017-05-31 22:00:00,37.49
2017-05-31 23:00:00,37.22
2017-06-01 00:00:00,35.89
2017-06-01 01:00:00,35.91
2017-06-01 02:00:00,36.67
2017-06-01 03:00:00,35.64
2017-06-01 04:00:00,36.21
2017-06-01 05:00:00,36.82
2017-06-01 06:00:00,36.25
2017-06-01 07:00:00,37.26
2017-06-01 08:00:00,36.1
2017-06-01 09:00:00,36.54
2017-06-01 10:00:00,36.4
2017-06-01 11:00:00,36.32
2017-06-01 12:00:00,36.7
2017-06-01 13:00:00,36.92
2017-06-01 14:00:00,34.96
2017-06-01 15:00:00,33.66
2017-06-01 16:00:00,32.58
2017-06-01 17:00:00,32.34
2017-06-01 18:00:00,33.12
2017-06-01 19:00:00,34.18
2017-06-01 20:00:00,34.85
2017-06-01 21:00:00,35.03
2017-06-01 22:00:00,34.06
2017-06-01 23:00:00,35.24
2017-06-02 00:00:00,35.34
2017-06-02 01:00:00,34.11
2017-06-02 02:00:00,33.49
2017-06-02 03:00:00,34.7
2017-06-02 04:00:00,36.14
2017-06-02 05:00:00,35.2
2017-06-02 06:00:00,37.31
2017-06-02 07:00:00,38.22
2017-06-02 08:00:00,38.79
2017-06-02 09:00:00,37.62
2017-06-02 10:00:00,39.77
2017-06-02 11:00:00,39.72
2017-06-02 12:00:00,38.97
2017-06-02 13:00:00,38.53
2017-06-02 14:00:00,38.43
2017-06-02 15:00:00,37.44
2017-06-02 16:00:00,38.05
2017-06-02 17:00:00,37.94
2017-06-02 18:00:00,36.2
2017-06-02 19:00:00,35.33
2017-06-02 20:00:00,34.2
2017-06-02 21:00:00,33.39
2017-06-02 22:00:00,32.84
2017-06-02 23:00:00,33.03
2017-06-03 00:00:00,32.73
2017-06-03 01:00:00,32.54
2017-06-03 02:00:00,31.79
2017-06-03 03:00:00,32.48
2017-06-03 04:00:00,32.2
2017-06-03 05:00:00,34.19
2017-06-03 06:00:00,33.3
2017-06-03 07:00:00,33.26
2017-06-03 08:00:00,34.56
2017-06-03 09:00:00,33.41
2017-06-03 10:00:00,32.46
2017-06-03 11:00:00,31.35
2017-06-03 12:00:00,31.22
2017-06-03 13:00:00,30.92
2017-06-03 14:00:00,31.14
2017-06-03 15:00:00,32.26
2017-06-03 16:00:00,31.1
2017-06-03 17:00:00,30.71
2017-06-03 18:00:00,31.11
2017-06-03 19:00:00,28.6
2017-06-03 20:00:00,28.07
2017-06-03 21:00:00,27.62
2017-06-03 22:00:00,27.01
2017-06-03 23:00:00,27.3
2017-06-04 00:00:00,28.39
2017-06-04 01:00:00,27.86
2017-06-04 02:00:00,30.05
2017-06-04 03:00:00,29.35
2017-06-04 04:00:00,29.29
2017-06-04 05:00:00,29.51
2017-06-04 06:00:00,27.98
2017-06-04 07:00:00,28.44
2017-06-04 08:00:00,28.46
2017-06-04 09:00:00,28.62
2017-06-04 10:00:00,29.65
2017-06-04 11:00:00,29.7
2017-06-04 12:00:00,30.81
2017-06-04 13:00:00,29.47
2017-06-04 14:00:00,29.22
2017-06-04 15:00:00,30.47
2017-06-04 16:00:00,30.39
2017-06-04 17:00:00,29.17
2017-06-04 18:00:00,28.01
2017-06-04 19:00:00,27.26
2017-06-04 20:00:00,25.94
2017-06-04 21:00:00,26.44
2017-06-04 22:00:00,23.62
2017-06-04 23:00:00,22.8
2017-06-05 00:00:00,21.41
2017-06-05 01:00:00,20.04
2017-06-05 02:00:00,19.47
2017-06-05 03:00:00,18.23
2017-06-05 04:00:00,18.71
2017-06-05 05:00:00,17.92
